"SiteCode","Year","Treatment","Transect","Distance","Emerged","Reproduced","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","prcp","tmean","swe_mean","swe_days","annual","unknown","perennial","shrub","groundcover","biocrust"
"Boise_High",2022,"control","S",3.4,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,5,90,NA,NA,NA
"Boise_High",2022,"control","S",3.6,"Y","Y",57,0.097,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,NA,NA,NA,NA
"Boise_High",2022,"control","S",3.8,"Y","Y",16,0.041,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",4,"Y","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,60,NA,NA,NA
"Boise_High",2022,"control","S",4.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,10,NA,NA,NA
"Boise_High",2022,"control","S",4.4,"Y","Y",20,0.069,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,30,NA,NA,NA
"Boise_High",2022,"control","S",4.6,"Y","Y",7,0.02,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",4.8,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",5,"Y","Y",28,0.049,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",5.2,"Y","Y",11,0.024,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","S",5.4,"Y","Y",4,0.005,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"control","S",5.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","S",5.8,"Y","Y",26,0.035,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","S",6,"Y","Y",77,0.159,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",6.2,"Y","Y",100,0.149,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"control","S",6.4,"Y","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","S",6.6,"Y","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,45,NA,NA,NA
"Boise_High",2022,"control","S",6.8,"Y","Y",96,0.068,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",7,"Y","Y",20,0.014,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,65,NA,NA,NA
"Boise_High",2022,"control","S",7.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,55,NA,NA,NA
"Boise_High",2022,"control","S",7.4,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,10,NA,NA,NA
"Boise_High",2022,"control","S",7.6,"Y","Y",72,0.117,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","S",7.8,"Y","Y",99,0.055,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",8,"Y","Y",2,0.008,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"control","S",8.2,"Y","Y",8,0.02,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"control","S",8.4,"Y","Y",63,0.166,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,30,NA,25,NA,NA,NA
"Boise_High",2022,"control","S",8.6,"Y","Y",24,0.05,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,5,40,NA,NA,NA
"Boise_High",2022,"control","S",8.8,"Y","Y",100,0.283,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,15,NA,NA,NA
"Boise_High",2022,"control","S",9,"Y","Y",11,0.085,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,10,NA,NA,NA
"Boise_High",2022,"control","S",9.2,"Y","Y",20,0.046,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,25,NA,NA,NA
"Boise_High",2022,"control","S",9.4,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"control","S",9.6,"Y","Y",2,0.006,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,50,NA,NA,NA
"Boise_High",2022,"control","S",9.8,"Y","Y",20,0.042,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,NA,NA,NA,NA
"Boise_High",2022,"control","S",10,"Y","Y",5,0.02,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,2,NA,25,NA,NA,NA
"Boise_High",2022,"control","W",0.2,"Y","Y",28,0.066,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"control","W",0.4,"Y","N",0,NA,0,"frostheave",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",0.6,"N","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,35,NA,NA,NA
"Boise_High",2022,"control","W",0.8,"Y","Y",7,0.019,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,25,NA,NA,NA
"Boise_High",2022,"control","W",1,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,55,NA,NA,NA
"Boise_High",2022,"control","W",1.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,55,NA,NA,NA
"Boise_High",2022,"control","W",1.4,"Y","Y",16,0.026,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",1.6,"Y","Y",3,0.013,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","W",1.8,"Y","Y",4,0.014,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"control","W",2,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,80,NA,NA,NA
"Boise_High",2022,"control","W",2.2,"Y","Y",3,0.01,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,40,NA,NA,NA
"Boise_High",2022,"control","W",2.4,"Y","Y",NA,0.012,1,"seeddrop",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,35,NA,NA,NA
"Boise_High",2022,"control","W",2.6,"Y","Y",23,0.034,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","W",2.8,"Y","Y",14,0.026,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","W",3,"Y","Y",27,0.044,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",3.2,"Y","Y",78,0.094,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,NA,NA,NA,NA
"Boise_High",2022,"control","W",3.4,"Y","Y",76,0.085,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,2,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",3.6,"Y","Y",8,0.03,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,45,20,NA,NA
"Boise_High",2022,"control","W",3.8,"Y","Y",27,0.037,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",4,"Y","Y",13,0.022,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,25,NA,NA,NA
"Boise_High",2022,"control","W",4.2,"Y","Y",12,0.013,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,60,NA,NA,NA
"Boise_High",2022,"control","W",4.4,"Y","Y",4,0.021,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,2,NA,NA,NA
"Boise_High",2022,"control","W",4.6,"Y","Y",20,0.023,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",4.8,"Y","Y",4,0.013,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,60,NA,NA,NA
"Boise_High",2022,"control","W",5,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,2,NA,5,NA,NA,NA
"Boise_High",2022,"control","W",5.2,"Y","Y",12,0.016,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,85,NA,NA,NA
"Boise_High",2022,"control","W",5.4,"Y","Y",34,0.054,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,17,NA,NA,NA
"Boise_High",2022,"control","W",5.6,"Y","Y",13,0.02,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",5.8,"Y","Y",25,0.03,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,20,NA,NA,NA
"Boise_High",2022,"control","W",6,"Y","Y",13,0.029,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,37,NA,NA,NA
"Boise_High",2022,"control","W",6.2,"Y","Y",22,0.03,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",6.4,"Y","Y",19,0.023,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,4,NA,30,NA,NA,NA
"Boise_High",2022,"control","W",6.6,"Y","Y",10,0.038,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"control","W",6.8,"Y","Y",35,0.06,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",7,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",7.2,"Y","Y",30,0.057,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,35,NA,NA,NA
"Boise_High",2022,"control","W",7.4,"Y","Y",4,0.012,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,2,NA,55,NA,NA,NA
"Boise_High",2022,"control","W",7.6,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,42,NA,NA,NA
"Boise_High",2022,"control","W",7.8,"Y","Y",NA,0.023,1,"seeddrop",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",8,"Y","Y",5,0.014,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,2,NA,100,NA,NA,NA
"Boise_High",2022,"control","W",8.2,"Y","Y",1,0.014,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,75,NA,NA,NA
"Boise_High",2022,"control","W",8.4,"Y","Y",2,0.025,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,15,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",8.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,35,NA,NA,NA
"Boise_High",2022,"control","W",8.8,"Y","Y",NA,0.012,1,"seeddrop",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,45,NA,NA,NA
"Boise_High",2022,"control","W",9,"Y","Y",7,0.021,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,10,NA,NA,NA
"Boise_High",2022,"control","W",9.2,"Y","Y",2,0.012,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"control","W",9.4,"Y","Y",8,0.012,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,NA,NA,NA,NA
"Boise_High",2022,"control","W",9.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,52,NA,NA,NA
"Boise_High",2022,"control","W",9.8,"Y","Y",17,0.042,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,30,NA,NA,NA
"Boise_High",2022,"control","W",10,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"removal","E",2.2,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",2.4,"Y","Y",100,0.186,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,5,NA,NA,NA,NA
"Boise_High",2022,"removal","E",2.6,"Y","Y",100,0.356,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",2.8,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",3,"Y","Y",100,0.339,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,5,NA,NA,NA,NA
"Boise_High",2022,"removal","E",3.2,"Y","Y",48,0.056,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,10,15,NA,NA,NA
"Boise_High",2022,"removal","E",3.4,"Y","Y",85,0.11,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,10,5,NA,NA,NA
"Boise_High",2022,"removal","E",3.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",3.8,"Y","Y",43,0.046,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,5,5,NA,NA,NA
"Boise_High",2022,"removal","E",4,"Y","Y",100,0.244,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",4.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","E",4.4,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",4.6,"Y","Y",100,0.681,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"removal","E",4.8,"Y","Y",100,0.281,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","E",5,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,10,5,NA,NA,NA
"Boise_High",2022,"removal","E",5.2,"Y","Y",68,0.191,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","E",5.4,"Y","Y",100,0.282,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,20,15,NA,NA,NA,NA
"Boise_High",2022,"removal","E",5.6,"Y","Y",100,0.314,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",5.8,"Y","Y",81,0.079,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,25,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",6,"Y","Y",100,0.64,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,95,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",6.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,65,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",6.4,"Y","Y",100,0.566,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,65,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",6.6,"Y","Y",100,0.399,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,40,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",6.8,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,25,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","E",7,"Y","Y",100,0.506,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",2,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",2.2,"Y","Y",100,0.137,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,20,NA,NA,NA
"Boise_High",2022,"removal","N",2.4,"Y","N",0,NA,0,"frostheave",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",2.6,"Y","Y",100,0.321,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",2.8,"Y","Y",100,0.234,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",3,"Y","Y",0,0.206,0,"herbivory",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",3.2,"Y","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",3.4,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,5,NA,NA,NA,NA
"Boise_High",2022,"removal","N",3.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,5,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",3.8,"Y","Y",98,0.258,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",4,"Y","Y",100,0.178,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",4.2,"Y","Y",78,0.07,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",4.4,"N","N",0,NA,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,15,NA,NA,NA
"Boise_High",2022,"removal","N",4.6,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",4.8,"Y","Y",12,0.049,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,25,NA,NA,NA
"Boise_High",2022,"removal","N",5,"Y","Y",100,0.235,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",5.2,"Y","Y",5,0.158,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,5,NA,NA,NA,NA
"Boise_High",2022,"removal","N",5.4,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",5.6,"Y","Y",100,0.289,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",5.8,"Y","Y",100,0.172,0,"",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",6,"Y","Y",0,0.029,0,"herbivory",43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,10,NA,NA,NA
"Boise_High",2022,"removal","N",6.2,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,10,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",6.4,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,5,NA,NA,NA
"Boise_High",2022,"removal","N",6.6,"N","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_High",2022,"removal","N",6.8,"Y","N",0,NA,0,NA,43.20847803,-116.9951781,428.19,4.12351301115242,4.18446096654275,91,NA,NA,NA,NA,NA,NA
"Boise_Low",2022,"control","S",0.2,"N","N",0,NA,0,NA,43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,45,NA,NA,NA,55,NA
"Boise_Low",2022,"control","S",0.4,"N","N",0,NA,0,NA,43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,65,NA,NA,NA,40,NA
"Boise_Low",2022,"control","S",0.6,"Y","Y",79,0.216,0,"",43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,85,NA,NA,NA,15,NA
"Boise_Low",2022,"control","S",0.8,"N","N",0,NA,0,NA,43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,55,NA,NA,NA,45,NA
"Boise_Low",2022,"control","S",1,"Y","Y",24,0.078,0,"",43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,60,NA,NA,NA,42,NA
"Boise_Low",2022,"control","S",1.2,"N","N",0,NA,0,NA,43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,75,NA,NA,NA,28,NA
"Boise_Low",2022,"control","S",1.4,"N","N",0,NA,0,NA,43.333643,-116.708793,199.29,6.96120817843866,0.41453531598513,23,80,NA,NA,NA,25,NA
