Observer,Recorder,Date,Site,Block,Subplot,Density,Gravel Color,X coordinate,Y coordinate,Plot ID,Cheatgrass ID,Seedling present?,Plant Harvested?,Max Leaf Length (mm),Phenology,Frost Heaved?,Herbivory present?,Is herbivory affecting measurement?,Total number of leaves on plant (including imature leaves),Number of leaves herbivorized,Average length of herbivorized leaves (mm),Herbivory Intensity Class,Notes,Source,bulkYear,combCond,combCondPlot,genotypeID,Data Entry,Date
N/A,N/A,5/24/22,Baltzor,2,2,High,White,1,9,2.3w,Y9_X1,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,1,10,2.3w,Y10_X1,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,1,2.3w,Y1_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,2,1,2.3w,Y1_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,2,2.3w,Y2_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,2,2,2.3w,Y2_X2,Unknown,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,3,2.3w,Y3_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,2,3,2.3w,Y3_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,4,2.3w,Y4_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,2,4,2.3w,Y4_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,5,2.3w,Y5_X2,Dead,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,2,5,2.3w,Y5_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,6,2.3w,Y6_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,7,2.3w,Y7_X2,Yes,No,,Fg,,Yes,No,,,,Medium,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,8,2.3w,Y8_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,9,2.3w,Y9_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,2,10,2.3w,Y10_X2,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,1,2.3w,Y1_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,3,1,2.3w,Y1_X3,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,2,2.3w,Y2_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,3,2,2.3w,Y2_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,3,2.3w,Y3_X3,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,3,3,2.3w,Y3_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,4,2.3w,Y4_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,3,4,2.3w,Y4_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,5,2.3w,Y5_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,3,5,2.3w,Y5_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,6,2.3w,Y6_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,7,2.3w,Y7_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,8,2.3w,Y8_X3,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,9,2.3w,Y9_X3,Unknown,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,3,10,2.3w,Y10_X3,Yes,No,,Fg,,Yes,No,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,1,2.3w,Y1_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,4,1,2.3w,Y1_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,2,2.3w,Y2_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,4,2,2.3w,Y2_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,3,2.3w,Y3_X4,Yes,No,,V3,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,4,3,2.3w,Y3_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,4,2.3w,Y4_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,4,4,2.3w,Y4_X4,Yes,No,,>V3,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,5,2.3w,Y5_X4,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,4,5,2.3w,Y5_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,6,2.3w,Y6_X4,Yes,Yes,34,>V3,,Yes,Yes,,,,Medium,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,7,2.3w,Y7_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,8,2.3w,Y8_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,9,2.3w,Y9_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,4,10,2.3w,Y10_X4,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,1,2.3w,Y1_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,5,1,2.3w,Y1_X5,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,2,2.3w,Y2_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,5,2,2.3w,Y2_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,3,2.3w,Y3_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,5,3,2.3w,Y3_X5,Yes,No,,V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,4,2.3w,Y4_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,5,4,2.3w,Y4_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,5,2.3w,Y5_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,5,5,2.3w,Y5_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,6,2.3w,Y6_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,7,2.3w,Y7_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,8,2.3w,Y8_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,9,2.3w,Y9_X5,Yes,No,,Bootstage,,Yes,Yes,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,5,10,2.3w,Y10_X5,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,1,2.3w,Y1_X6,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,6,1,2.3w,Y1_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,2,2.3w,Y2_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,6,2,2.3w,Y2_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,3,2.3w,Y3_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,6,3,2.3w,Y3_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,4,2.3w,Y4_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,6,4,2.3w,Y4_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,5,2.3w,Y5_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,6,5,2.3w,Y5_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,6,2.3w,Y6_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,7,2.3w,Y7_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,8,2.3w,Y8_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,9,2.3w,Y9_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,6,10,2.3w,Y10_X6,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,1,2.3w,Y1_X7,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,7,1,2.3w,Y1_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,2,2.3w,Y2_X7,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,7,2,2.3w,Y2_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,3,2.3w,Y3_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,7,3,2.3w,Y3_X7,Yes,Yes,31,Fp,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,4,2.3w,Y4_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,7,4,2.3w,Y4_X7,Yes,No,,Bootstage,,Yes,No,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,5,2.3w,Y5_X7,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,7,5,2.3w,Y5_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,6,2.3w,Y6_X7,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,7,2.3w,Y7_X7,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,8,2.3w,Y8_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,9,2.3w,Y9_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,7,10,2.3w,Y10_X7,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,8,1,2.3w,Y1_X8,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,1,2.3w,Y1_X8,Yes,No,,>V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,2,2.3w,Y2_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,8,2,2.3w,Y2_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,3,2.3w,Y3_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,8,3,2.3w,Y3_X8,Yes,No,,Bootstage,,Yes,No,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,4,2.3w,Y4_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,8,4,2.3w,Y4_X8,Yes,No,,V3,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,5,2.3w,Y5_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,8,5,2.3w,Y5_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,6,2.3w,Y6_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,7,2.3w,Y7_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,8,2.3w,Y8_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,9,2.3w,Y9_X8,Yes,No,,Bootstage,,Yes,No,,,,Minimal,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,8,10,2.3w,Y10_X8,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,1,2.3w,Y1_X9,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,9,1,2.3w,Y1_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,2,2.3w,Y2_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,9,2,2.3w,Y2_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,3,2.3w,Y3_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,9,3,2.3w,Y3_X9,Yes,No,,V3,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,4,2.3w,Y4_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,9,4,2.3w,Y4_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,5,2.3w,Y5_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,9,5,2.3w,Y5_X9,Yes,No,,>V3,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,6,2.3w,Y6_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,7,2.3w,Y7_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,8,2.3w,Y8_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,9,2.3w,Y9_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,9,10,2.3w,Y10_X9,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,1,2.3w,Y1_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,10,1,2.3w,Y1_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,2,2.3w,Y2_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,10,2,2.3w,Y2_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,3,2.3w,Y3_X10,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,10,3,2.3w,Y3_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,10,4,2.3w,Y4_X10,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,4,2.3w,Y4_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,5,2.3w,Y5_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,10,5,2.3w,Y5_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,6,2.3w,Y6_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,7,2.3w,Y7_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,8,2.3w,Y8_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,9,2.3w,Y9_X10,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,2,High,White,10,10,2.3w,Y10_X10,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,11,1,2.3w,Y1_X11,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,11,2,2.3w,Y2_X11,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,11,3,2.3w,Y3_X11,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,11,4,2.3w,Y4_X11,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,11,5,2.3w,Y5_X11,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,12,1,2.3w,Y1_X12,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,12,2,2.3w,Y2_X12,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,12,3,2.3w,Y3_X12,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,12,4,2.3w,Y4_X12,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,12,5,2.3w,Y5_X12,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,13,1,2.3w,Y1_X13,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,13,2,2.3w,Y2_X13,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,13,3,2.3w,Y3_X13,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,13,4,2.3w,Y4_X13,Yes,No,,>V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,13,5,2.3w,Y5_X13,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,14,1,2.3w,Y1_X14,Yes,No,,Bootstage,,Yes,No,,,,Medium,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,14,2,2.3w,Y2_X14,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,14,3,2.3w,Y3_X14,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,14,4,2.3w,Y4_X14,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,14,5,2.3w,Y5_X14,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,15,1,2.3w,Y1_X15,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,15,2,2.3w,Y2_X15,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,15,3,2.3w,Y3_X15,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,15,4,2.3w,Y4_X15,Unknown,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,15,5,2.3w,Y5_X15,Yes,No,,Bootstage,,Yes,No,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,16,1,2.3w,Y1_X16,Yes,No,,>V3,,Yes,Yes,,,,Heavy,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,16,2,2.3w,Y2_X16,Yes,No,,>V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,16,3,2.3w,Y3_X16,Yes,No,,>V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,16,4,2.3w,Y4_X16,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,16,5,2.3w,Y5_X16,Yes,No,,>V3,,Yes,Yes,,,,Extreme,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,17,1,2.3w,Y1_X17,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,17,2,2.3w,Y2_X17,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,17,3,2.3w,Y3_X17,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,17,4,2.3w,Y4_X17,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,17,5,2.3w,Y5_X17,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,18,1,2.3w,Y1_X18,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,18,2,2.3w,Y2_X18,Yes,No,,Bootstage,,Yes,No,,,,Light,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,18,3,2.3w,Y3_X18,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,18,4,2.3w,Y4_X18,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,18,5,2.3w,Y5_X18,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,19,1,2.3w,Y1_X19,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,19,2,2.3w,Y2_X19,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,19,3,2.3w,Y3_X19,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,19,4,2.3w,Y4_X19,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,19,5,2.3w,Y5_X19,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,20,1,2.3w,Y1_X20,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,20,2,2.3w,Y2_X20,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,20,3,2.3w,Y3_X20,No,,,,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,20,4,2.3w,Y4_X20,Yes,No,,Bootstage,,,,,,,,,,,,,,,
N/A,N/A,5/24/22,Baltzor,2,3,Low,White,20,5,2.3w,Y5_X20,No,,,,,,,,,,,,,,,,,,
