,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
3/28/22,white,low,1,4,11,V1,,15,V3+,,17,V3,herbivory,26,V2,,0,V1,dormant,20,V3,,14,V2,,2,V2,,21,V2,,25,V3,,2,V2,,14,V2,,27,V3,,21,V2,,15,V2,,21,V2,,,,,29,V3+,,20,V3,,24,V3+,
3/28/22,white,low,1,5,9,V2,herbivory,7,V1,,14,V2,,10,V2,,13,V3+,herbivory,10,V1,herbivory,23,V2,,26,V2,,28,V3,,18,V3+,,31,V3,,25,V3+,,29,V3+,,27,V3+,,31,V3,,28,V2,,14,V2,,16,V3,,25,V3,,26,V2,
3/28/22,black,high,2,1,,,,,,,,,,35,V3,,15,V1,,22,V1,,36,V2,,,,,18,V2,,0,V1,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,2,34,V3+,,30,V3+,,28,V3+,,27,V3,,26,V3+,,61,V3+,,30,V3,,15,V3,,18,V3+,,10,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,3,20,V2,,26,V2,,28,V3+,,24,V3+,,31,V3+,,32,V3+,,,,,42,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,4,27,V2,,,,,29,V2,,36,V2,,,,,,,,,,,,,,,,,7,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,5,30,V3+,,24,V3+,,25,V3+,,36,V3,,0,V3,dormant,,,,17,V3+,,,,,28,V3+,,32,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,6,10,V2,,,,,30,V3+,,20,V2,,19,V3+,,22,V3+,,28,V3+,,20,V1,,3,V2,,33,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,7,31,V3+,,27,V3+,,37,V3+,,,,,36,V3+,,27,V2,,27,V3+,,36,V3+,,40,V3+,,39,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,8,,,,12,V2,,32,V3+,herbivory,35,V2,,18,V3,,28,V2,,33,V3+,,31,V3+,,34,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,9,31,V3+,,15,V2,,18,V2,,26,V2,,30,V3,,17,V3,,,,,31,V3+,,24,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,2,10,,,,4,V2,,9,V2,,6,V2,herbivory,28,V2,,31,V3+,,23,V3,,52,V3+,,22,V2,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,low,2,1,21,V2,,26,V2,,31,V2,,24,V2,,27,V1,,25,V2,,,,,12,V3,herbivory,30,V2,,26,V2,,25,V2,,,,,20,V2,,,,,25,V3,,11,V2,herbivory,26,V3+,,21,V3,,26,V1,,25,V3+,
3/28/22,white,low,2,2,25,V3,,31,V3+,,36,V2,,19,V2,,28,V2,,19,V1,,24,V2,,26,V3+,,24,V2,,27,V3+,,24,V3+,,,,,25,V2,,,,,29,V2,,17,V2,,22,V3,,,,,29,V3+,,,,
3/28/22,white,low,2,3,12,V2,,,,,28,V3+,,24,V2,,29,V2,,19,V1,,28,V3,,15,V1,,24,V2,,26,V2,,29,V2,,,,,,,,,,,6,V1,,23,V2,,16,V2,,,,,,,,17,V2,
3/28/22,white,low,2,4,,,,21,V1,,11,V2,,30,V2,,28,V2,,3,V1,,24,V2,,25,V2,,16,V1,,25,V1,,,,,,,,,,,,,,31,V3+,,25,V2,,24,V3+,,29,V3+,,29,V3,,21,V3,
3/28/22,white,low,2,5,7,V2,,21,V1,,36,V3+,,19,V1,,24,V2,,23,V2,,28,V3+,,6,V0,,,,,,,,,,,,,,,,,,,,11,V2,,26,V3+,,24,V3,,33,V3+,,24,V3+,,19,V2,
3/28/22,white,high,2,1,22,V1,,21,V3,,26,V2,,39,V2,,23,V1,,27,V3,,28,V2,,30,V2,,37,V2,,7,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,2,27,V2,,16,V2,,27,V1,,25,V1,,30,V2,,31,V2,,28,V2,,38,V3+,,8,V1,,6,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,3,35,V2,,31,V2,,37,V2,,36,V2,,32,V3,,29,V3,,30,V3,,29,V0,,25,V3+,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,4,15,V1,,19,V2,,26,V3,,25,V2,,29,V2,,24,V2,,21,V2,,30,V3+,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,5,31,V2,,29,V2,,28,V2,,21,V2,,12,V1,,,,,29,V2,,24,V3,,,,,36,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,6,31,V2,,28,V2,,27,V2,,23,V3,,37,V2,,29,V2,,27,V2,,32,V2,,30,V1,,30,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,7,23,V2,,26,V2,,31,V2,,32,V2,,26,V1,,30,V2,,27,V3+,,32,V2,,,,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,8,18,V2,herbivory,40,V2,,26,V2,,34,V3,,36,V3+,,31,V3+,,19,V2,,35,V2,,28,V2,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,9,,,,34,V1,,27,V1,,29,V3+,,30,V3+,,30,V2,,35,V2,,31,V3+,,25,V2,,34,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,2,10,33,V3,,,,,27,V2,,31,V2,,29,V2,,24,V2,,33,V2,,31,V2,,33,V2,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,low,2,1,29,V3+,,18,V3,,27,V2,,16,V2,,23,V2,,42,V3+,,22,V3+,,25,V2,,26,V3+,herbivory,38,V3+,,37,V2,,38,V2,,,,,,,,,,,24,V3,,14,V2,herbivory,,,,,,,16,V2,
3/28/22,black,low,2,2,35,V3,,29,V3+,,24,V2,,21,V3+,herbivory,21,V3+,,27,V3,,19,V2,,32,V3+,,17,V3,,,,,20,V3+,,22,V3,,,,,7,V3,,,,,,,,32,V3+,,12,V3,,,,,26,V3+,
3/28/22,black,low,2,3,32,V3,,29,V3+,,24,V3,,36,V3+,,,,,31,V3+,,,,,,,,27,V3,,24,V3+,,,,,29,V3+,,,,,,,,,,,,,,,,,28,V3,,9,V1,,,,
3/28/22,black,low,2,4,22,V2,,28,V3,,21,V3,,16,V2,,20,V3,,,,,19,V3,herbivory,,,,16,V2,,21,V2,,21,V2,,28,V3,,,,,,,,31,V3+,,6,V2,,,,,28,V3+,,18,V3+,herbivory,,,
3/28/22,black,low,2,5,18,V2,,27,V2,herbivory,16,V2,,30,V3,,15,V3,,29,V3,,,,,26,V3+,herbivory,2,V2,,36,V2,,11,V2,,,,,,,,,,,,,,27,V2,,38,V3+,,44,V3+,,16,V1,,,,
3/28/22,white,low,3,1,3,V1,,24,V2,,16,V2,,19,V2,herbivory,18,V2,,,,,24,V2,,26,V2,,34,V2,,21,V1,,29,V2,,29,V2,,4,V1,,26,V3,,7,V3,,31,V3,,23,V2,,15,V1,,31,V2,,,,
3/28/22,white,low,3,2,,,,,,,24,V2,,33,V3,,24,V2,,16,V1,,26,V2,,25,V2,,21,V2,,18,V2,herbivory,31,V2,,,,,26,V2,herbivory,21,V2,,,,,5,V3,,,,,16,V2,,,,,19,V2,
3/28/22,white,low,3,3,0,V1,dormant,21,V2,,28,V2,,27,V2,,21,V2,,24,V2,,27,V2,,23,V2,,28,V2,,24,V2,,26,V1,,7,V1,,,,,33,V2,,26,V2,,,,,25,V2,,24,V1,,,,,24,V2,
3/28/22,white,low,3,4,22,V2,,6,V1,,16,V1,,26,V1,,,,,27,V1,,5,V2,,27,V2,,24,V1,,21,V2,,18,V1,,24,V2,,19,V2,,9,V2,,19,V1,,16,V2,,10,V1,,,,,4,V0,,31,V2,
3/28/22,white,low,3,5,,,,,,,6,V1,,,,,26,V1,,8,V1,,21,V2,,,,,29,V2,,29,V1,,16,V2,,30,V1,,11,V1,,,,,21,V1,,,,,19,V2,,5,V2,,,,,25,V2,
3/28/22,black,low,3,1,,,,15,V2,,12,V2,herbivory,33,V3,,27,V3,,,,,,,,,,,18,V2,,,,,,,,,,,,,,,,,,,,,,,20,V3,,24,V3+,herbivory,35,V3,,,,
3/28/22,black,low,3,2,16,V2,,,,,,,,27,V3+,,25,V2,,,,,,,,44,V3+,,,,,33,V3+,,,,,,,,,,,,,,7,V3,,11,V1,,5,V2,,,,,26,V3+,,,,
3/28/22,black,low,3,3,,,,,,,,,,23,V3,,24,V2,,,,,,,,,,,24,V3+,,33,V3,,,,,21,V3+,,2,V2,,,,,,,,5,V1,,30,V3,,,,,,,,,,
3/28/22,black,low,3,4,4,V2,herbivory,,,,4,V2,,,,,,,,18,V2,,,,,22,V1,,,,,32,V3,,23,V3+,herbivory,,,,8,V2,,,,,,,,7,V3,,,,,,,,,,,21,V2,
3/28/22,black,low,3,5,9,V0,,,,,,,,9,V2,,,,,,,,,,,22,V2,,,,,22,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,V2,
3/28/22,white,high,3,1,,,,32,V2,,34,V1,,21,V1,,29,V2,,30,V2,,33,V3,,33,V3,,35,V2,,28,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,2,27,V1,,26,V1,,34,V3,,15,V1,,,,,30,V1,,22,V3,,37,V2,,24,V2,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,3,25,V2,,34,V3,,22,V3,,20,V2,,35,V2,,28,V2,,29,V2,,29,V2,,18,V1,,27,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,4,36,V1,,27,V1,,20,V2,,24,V2,,33,V3+,,31,V2,,28,V2,,36,V1,,19,V2,,26,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,5,25,V3,,33,V2,,,,,25,V3,,31,V2,,26,V2,,31,V3+,,24,V2,,28,V2,,19,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,6,31,V3,,30,V2,,33,V3,,22,V2,,13,V2,,26,V2,,30,V3,,27,V2,,39,V2,,8,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,7,31,V2,,32,V2,,,,,23,V2,,31,V1,,30,V2,,31,V1,,31,V3+,,30,V2,,33,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,8,17,V2,,30,V2,,29,V2,,25,V2,,27,V2,,31,V1,,24,V1,,19,V2,,20,V2,,30,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,9,32,V1,,,,,16,V1,,19,V1,,21,V1,,36,V2,,27,V1,,32,V3,,28,V2,,29,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,3,10,,,,,,,10,V1,,26,V2,,24,V2,,25,V2,,27,V2,,25,V2,,26,V2,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,1,,,,,,,,,,,,,,,,45,V3+,,21,V1,,42,V3+,,23,V3+,,26,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,2,,,,20,V2,,,,,14,V1,,,,,,,,39,V3+,,28,V2,,19,V2,,17,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,3,,,,29,V1,,,,,43,V1,,20,V2,,36,V3+,,32,V3+,,,,,21,V2,,29,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,4,31,V2,,,,,19,V1,,29,V2,,26,V2,,22,V2,,38,V3+,,28,V3+,,35,V3+,,27,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,5,,,,,,,46,V2,,,,,31,V2,,,,,28,V3+,,25,V2,,21,V1,,24,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,6,,,,,,,20,V2,,,,,30,V2,,10,V2,,29,V3,,40,V3+,,28,V3+,,34,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,7,,,,,,,43,V3+,,21,V3+,,31,V1,,24,V2,,28,V1,,,,,25,V2,,22,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,8,,,,30,V2,,33,V2,,27,V2,,24,V2,,,,,31,V3+,,38,V3+,,33,V3,,27,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,9,42,V3+,,44,V3+,,24,V3+,,29,V2,,37,V3,,41,V2,,,,,33,V2,,36,V2,,32,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,3,10,29,V3+,,30,V2,,20,V2,,,,,21,V2,,42,V3+,,27,V2,,,,,21,V3,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,1,3,V1,,18,V3+,,13,V3,,35,V3,,26,V3,,,,,,,,32,V3,herbivory,,,,25,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,2,,,,26,V3,herbivory,35,V3+,,7,V1,,21,V3,,24,V2,,2,V2,,,,,27,V3,,32,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,3,19,V2,,25,V3+,,26,V3+,,,,,30,V3,,36,V3+,,32,V3+,,39,V3+,,19,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,4,7,V3,,29,V3,,34,V2,,,,,21,V2,,28,V2,,26,V3+,,24,V3+,herbivory,2,V3+,,34,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,5,26,V2,,45,V3+,,,,,,,,30,V2,,46,V3+,herbivory,18,V3,,40,V3+,,39,V3+,,23,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,6,29,V1,,37,V2,,26,V2,,22,V2,,,,,37,V3+,,,,,24,V3,,26,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,7,,,,24,V2,,23,V2,,26,V3,,,,,32,V3,,35,V2,,,,,,,,20,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,8,8,V2,,34,V3+,,32,V3,,22,V2,,11,V3,,23,V1,,,,,28,V1,,30,V3,,34,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,9,20,V1,,,,,21,V1,,,,,17,V1,,,,,39,V3+,,,,,28,V3,,12,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,high,4,10,,,,,,,18,V2,,17,V1,,,,,,,,,,,32,V1,,22,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,black,low,4,1,,,,19,V2,,,,,,,,14,V2,,,,,26,V3,,,,,20,V2,,,,,,,,,,,,,,29,V3+,,6,V2,,43,V3+,,11,V3,,11,V3+,,,,,,,
3/28/22,black,low,4,2,24,V3+,,,,,28,V3+,,16,V3,,,,,32,V3+,,,,,10,V2,,,,,25,V3+,,,,,48,V3+,,,,,6,V3+,,,,,3,V3,,14,V2,,39,V3+,,8,V2,,9,V3+,
3/28/22,black,low,4,3,7,V3+,herbivory,21,V3,,,,,,,,,,,,,,,,,,,,4,V2,,,,,,,,19,V2,,27,V3+,,,,,,,,,,,28,V3+,,9,V2,,36,V2,,19,V3,
3/28/22,black,low,4,4,,,,,,,,,,,,,,,,22,V2,,4,V0,,10,V3+,,,,,6,V2,,18,V2,,,,,,,,,,,24,V3+,,36,V2,,14,V2,,30,V3+,,25,V3+,,,,
3/28/22,black,low,4,5,,,,,,,11,V2,,6,V2,,36,V3,,6,V2,,12,V2,,,,,7,V2,,,,,31,V3+,,,,,35,V3+,,,,,19,V2,,,,,,,,,,,,,,,,
3/28/22,white,low,4,1,,,,,,,33,V2,,,,,20,V1,,7,V1,,28,V1,,2,V1,,22,V1,,,,,28,V2,,,,,26,V2,,32,V2,,14,V1,,11,V2,,21,V1,,25,V1,,7,V1,herbivory,25,V1,
3/28/22,white,low,4,2,36,V2,,,,,24,V1,,4,V0,,21,V1,,5,V1,,,,,23,V1,,11,V1,,26,V3+,,26,V2,,21,V2,,,,,10,V1,,27,V2,,13,V1,,22,V2,,27,V2,,21,V2,,21,V1,
3/28/22,white,low,4,3,24,V2,,18,V1,,14,V2,,13,V1,,13,V1,,,,,,,,,,,,,,24,V2,,30,V3,,22,V1,,30,V2,,17,V3,,34,V2,,30,V1,,29,V2,,30,V2,,22,V1,,14,V2,
3/28/22,white,low,4,4,15,V2,,,,,21,V2,,,,,12,V1,,,,,,,,,,,18,V2,,25,V3,,,,,5,V2,,24,V2,,15,V3,,8,V1,,32,V2,,10,V1,herbivory,15,V1,,29,V3,,2,V2,
3/28/22,white,low,4,5,28,V1,,14,V1,,26,V2,,12,V1,,24,V1,,22,V1,,20,V1,,6,V1,,,,,,,,2,V1,,3,V2,,,,,16,V2,,36,V3,,26,V1,,26,V3,,,,,,,,14,V2,
3/28/22,white,high,4,1,32,V3,,24,V2,,27,V2,,22,V2,,31,V2,,15,V2,,12,V1,,33,V2,,,,,12,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,2,25,V2,,21,V2,,26,V2,,26,V2,,28,V3,,25,V2,,25,V2,,34,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,3,24,V1,,33,V1,,26,V2,,11,V2,herbivory,16,V1,,27,V1,,29,V2,,24,V2,,31,V1,,30,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,4,21,V2,,27,V3+,,33,V2,,26,V2,,31,V2,,22,V2,,18,V1,,4,V1,,9,V1,,13,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,5,31,V2,,24,V2,,29,V3,,30,V2,,28,V2,,24,V2,,12,V1,,2,V1,,23,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,6,27,V3+,,32,V2,,25,V2,,32,V1,,13,V2,,5,V1,,,,,17,V2,,14,V1,,4,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,7,15,V2,,43,V2,,19,V2,,35,V2,,,,,15,V1,,22,V1,,13,V1,,16,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,8,26,V2,,25,V2,,36,V3+,,5,V1,,26,V2,,11,V2,,11,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,9,27,V2,,25,V1,,,,,40,V3,,,,,,,,27,V2,,23,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/22,white,high,4,10,30,V2,,23,V1,,11,V3,,18,V2,,26,V2,,31,V2,,26,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
