,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
3/15/22,black,high,1,7,32,V3+,,27,V2,,25,V2,,20,V2,,24,V2,,29,V2,,19,V2,,19,V2,,28,V3,,42,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,1,8,32,V3,,25,V2,,26,V2,,14,V2,,28,V3,,34,V3,,31,V3,,,,,14,V0,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,1,9,,,,42,V3+,,32,V3+,,16,V1,,,,,24,V3,,35,V3,,32,V3,,32,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,1,10,28,V3,,32,V3,,32,V2,,33,V3,,29,V3+,,27,V3+,,22,V3,,30,V2,,31,V3,,39,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,low,1,1,16,V2,,3,V0,,24,V3,,16,V2,,14,V1,,19,V1,,22,V1,,2,V1,,17,V1,,11,V1,,12,V1,,7,V1,,26,V2,,16,V2,,6,V1,,24,V1,,10,V1,,23,V2,,9,V0,,16,V1,
3/15/22,white,low,1,2,4,V2,,19,V3+,,21,V2,,23,V2,,17,V2,,13,V0,,17,V2,,26,V2,,15,V2,,23,V2,,19,V1,,12,V1,,21,V2,,17,V2,,11,V2,,13,V2,,21,V2,,9,V2,,21,V2,,21,V2,
3/15/22,white,low,1,3,10,V1,,26,V3,,23,V2,,18,V1,,10,V1,,22,V2,,11,V2,,8,V1,,15,V1,,12,V2,,20,V1,,16,V2,,12,V1,,33,V2,,18,V2,,18,V2,,19,V2,,27,V3,,28,V3,,11,V2,
3/15/22,white,low,1,4,21,V1,,17,V3,,17,V1,,11,V1,,21,V0,,18,V2,,12,V1,,26,V2,,13,V3,,21,V2,,8,V1,,13,V1,,27,V1,,14,V1,,16,V2,,26,V2,,,,,14,V3,,21,V3,,18,V2,
3/15/22,white,low,1,5,,,,7,V1,,19,V1,,9,V1,,12,V2,,18,V1,,19,V2,,26,V2,,23,V3+,,15,V2,,19,V2,,27,V3+,,22,V2,,13,V2,,20,V2,,11,V2,,5,V1,,14,V2,,27,V2,,10,V1,
3/15/22,black,high,2,1,9,V2,,,,,,,,16,V2,,21,V1,,9,V0,,11,V1,,,,,8,V1,,2,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,2,26,V2,,42,V2,,28,V3,,27,V2,,28,V2,,43,V3+,,18,V1,,22,V2,,16,V2,,2,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,3,18,V2,,28,V2,,25,V2,,29,V3,,27,V3+,,19,V3,,,,,36,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,4,26,V1,,,,,14,V1,,22,V1,,,,,,,,,,,,,,,,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,5,34,V3+,,18,V3+,,11,V3,,28,V2,,23,V3,,,,,37,V3,,,,,18,V2,,13,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,6,27,V1,,2,V1,,16,V3,,12,V1,,30,V3,,38,V3+,,42,V3,,4,V2,,6,V1,,18,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,7,10,V3,,21,V3,,22,V3,,,,,31,V2,,27,V2,,26,V2,,44,V3+,,42,V3+,,35,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,8,,,,3,V2,,36,V2,,22,V1,,24,V2,,7,V2,,22,V3,,28,V3,,27,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,9,13,V2,,15,V1,,21,V2,,17,V1,,34,V2,,43,V3+,,7,V1,,33,V2,,16,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,high,2,10,16,V2,,13,V1,,5,V1,,11,V2,,31,V1,,27,V3+,,33,V3,,32,V3+,,9,V0,,15,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,low,2,1,27,V1,,23,V1,,13,V1,,21,V2,,8,V1,,15,V1,,,,,9,V1,,32,V2,,22,V1,,29,V1,,,,,3,V2,,,,,24,V2,,11,V1,,28,V2,,26,V2,,25,V1,,33,V2,
3/15/22,white,low,2,2,29,V2,,22,V2,,16,V1,,22,V1,,23,V1,,2,V1,,22,V2,,30,V3+,,27,V1,,37,V3,,23,V2,,,,,20,V2,,,,,17,V1,,17,V1,,22,V2,,,,,8,V2,,,,
3/15/22,white,low,2,3,27,V2,,12,V1,,16,V2,,22,V1,,16,V1,,7,V1,,24,V2,,3,V1,,16,V1,,5,V1,,21,V1,,,,,6,V0,,9,V0,,12,V0,,18,V1,,12,V1,,,,,,,,26,V1,
3/15/22,white,low,2,4,,,,11,V1,,11,V2,,16,V1,,18,V1,,13,V0,,23,V1,,23,V1,,22,V0,,22,V1,,,,,,,,,,,,,,18,V2,,29,V1,,23,V2,,30,V2,,19,V2,,24,V1,
3/15/22,white,low,2,5,18,V1,,7,V1,,28,V2,,12,V0,,23,V1,,23,V1,,28,V2,,21,V0,,,,,,,,,,,6,V0,,,,,7,V0,,16,V1,,22,V1,,27,V2,,27,V2,,23,V2,,15,V1,
3/15/22,white,high,2,1,19,V1,,27,V2,,29,V2,,22,V2,,26,V2,,23,V2,,17,V1,,15,V1,,29,V1,,18,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,2,25,V1,,30,V1,,28,V1,,26,V1,,27,V1,,44,V2,,25,V1,,46,V2,,12,V1,,23,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,3,16,V1,,13,V1,,45,V2,,34,V2,,29,V2,,28,V2,,29,V2,,11,V1,,27,V2,,37,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,4,6,V1,,31,V2,,35,V2,,34,V2,,19,V1,,28,V1,,23,V1,,20,V2,,29,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,5,27,V1,,25,V1,,36,V2,,21,V2,,6,V0,,4,V0,,20,V1,,26,V1,,,,,20,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,6,37,V2,,18,V1,,38,V2,,36,V2,,42,V2,,31,V2,,32,V1,,28,V1,,14,V1,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,7,17,V2,,21,V2,,19,V1,,36,V1,,10,V0,,27,V1,,31,V3,,15,V2,,,,,23,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,8,22,V1,,24,V2,,35,V1,,28,V2,,28,V3,,24,V2,,14,V1,,19,V1,,26,V1,,29,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,9,,,,17,V1,,,,,37,V2,,33,V2,,29,V2,,30,V2,,21,V1,,17,V1,,16,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,white,high,2,10,31,V2,,,,,19,V1,,26,V1,,27,V2,,29,V1,,37,V2,,16,V1,,28,V1,,20,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/22,black,low,2,1,26,V3+,,8,V2,,17,V2,,9,V3,,6,V2,,19,V3,,24,V3,,16,V2,,9,V2,,25,V3,,11,V3,,18,V1,,,,,,,,,,,17,V2,,24,V2,,,,,,,,19,V1,
3/15/22,black,low,2,2,19,V2,,41,V3+,,5,V2,,23,V2,,18,V2,,12,V1,,15,V2,,21,V2,,11,V1,,,,,14,V2,,6,V1,,,,,15,V1,,,,,,,,25,V3+,,27,V3+,,,,,19,V3,
3/15/22,black,low,2,3,27,V2,,24,V3+,,16,V2,,26,V2,,28,V2,,23,V2,,16,V1,,6,V1,,16,V2,,31,V2,,,,,20,V2,,8,V2,,,,,,,,,,,,,,11,V2,,15,V1,,,,
3/15/22,black,low,2,4,3,V2,,17,V2,,9,V2,,15,V2,,27,V2,,24,V2,,39,V2,,24,V2,,17,V2,,16,V2,,26,V2,,12,V1,,,,,,,,21,V3,,18,V1,,14,V1,,28,V2,,24,V3,,,,
3/15/22,black,low,2,5,24,V2,,7,V2,,6,V2,,12,V1,,18,V2,,11,V2,,20,V1,,30,V2,,3,V2,,21,V2,,18,V1,,10,V3,,1,V1,,,,,,,,6,V1,,39,V3+,,32,V3+,,16,V1,,,,
3/15/22,white,low,3,1,2,V0,,19,V1,,23,V2,,4,V2,,16,V1,,,,,18,V1,,27,V2,,28,V2,,12,V1,,18,V1,,19,V2,,6,V1,,24,V1,,21,V1,,19,V3+,,16,V2,,18,V1,,13,V2,,6,V1,
3/15/22,white,low,3,2,,,,,,,22,V2,,33,V2,,14,V1,,9,V1,,25,V1,,23,V1,,23,V2,,9,V1,,15,V1,,6,V1,,27,V2,,26,V1,,17,V2,,23,V2,,28,V2,,9,V2,,3,V1,,18,V1,
3/15/22,white,low,3,3,15,V1,,9,V1,,28,V2,,28,V2,,5,V1,,25,V2,,27,V1,,27,V2,,19,V1,,24,V1,,10,V1,,23,V2,,,,,21,V1,,19,V1,,21,V2,,31,V2,,15,V1,,21,V1,,23,V2,
3/15/22,white,low,3,4,23,V1,,27,V2,,16,V1,,10,V1,,4,V0,,19,V2,,16,V1,,20,V1,,13,V1,,28,V1,,9,V1,,18,V1,,16,V1,,4,V1,,4,V1,,17,V1,,18,V1,,20,V2,,14,V0,,16,V2,
3/15/22,white,low,3,5,8,V2,,,,,14,V1,,11,V1,,11,V0,,9,V0,,14,V1,,5,V0,,29,V1,,17,V1,,11,V1,,16,V1,,13,V1,,12,V1,,14,V1,,15,V1,,23,V1,,14,V2,,19,V1,,24,V2,
3/15/22,black,low,3,1,,,,24,V3,,6,V2,,24,V2,,23,V3,,7,V2,,,,,9,V1,,11,V1,,,,,,,,,,,1,V2,,,,,1,V2,,7,V2,,3,V1,,9,V1,,12,V1,,,,
3/15/22,black,low,3,2,5,V1,,4,V1,,,,,27,V3+,,4,V2,,6,V1,,,,,26,V3+,,,,,33,V3+,,,,,,,,1,V2,,,,,1,V2,,,,,4,V2,,,,,4,V3,,,,
3/15/22,black,low,3,3,,,,7,V1,,,,,36,V2,,8,V1,,4,V1,,,,,,,,19,V3,,21,V1,,3,V0,,33,V2,,7,V1,,4,V1,,,,,32,V1,,9,V1,,,,,,,,,,
3/15/22,black,low,3,4,11,V3,,,,,3,V2,,,,,4,V0,,26,V1,,,,,6,V1,,,,,24,V1,,25,V3,,,,,8,V2,,,,,10,V1,,11,V1,,,,,9,V1,,,,,13,V1,
3/15/22,black,low,3,5,4,V0,,15,V1,,9,V1,,7,V1,,,,,2,V1,,,,,14,V1,,4,V1,,18,V1,,,,,4,V1,,,,,,,,,,,,,,,,,,,,,,,8,V1,
3/16/22,white,high,3,1,,,,28,V2,,18,V1,,10,V1,,17,V2,,22,V2,,32,V2,,33,V2,,32,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,2,13,V1,,20,V2,,21,V2,,17,V1,,,,,9,V1,,31,V2,,34,V2,,29,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,3,29,V2,,33,V2,,31,V2,,37,V2,,8,V1,,26,V2,,24,V1,,31,V2,,,,,17,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,4,13,V1,,14,V1,,19,V2,,26,V2,,23,V2,,28,V2,,15,V1,,7,V1,,22,V1,,27,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,5,24,V1,,26,V1,,1,V2,dormant,25,V2,,32,V2,,29,V2,,34,V3,,37,V1,,28,V2,,31,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,6,34,V2,,9,V1,,29,V2,,15,V1,,13,V1,,31,V2,,33,V2,,15,V1,,24,V2,,16,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,7,27,V2,,30,V2,,,,,24,V2,,16,V1,,15,V1,,24,V1,,28,V2,,17,V1,,30,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,8,22,V2,,11,V1,,31,V2,,33,V2,,22,V2,,19,V2,,23,V2,,27,V2,,23,V2,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,9,18,V1,,,,,3,V0,,7,V1,,9,V1,,29,V2,,18,V2,,38,V2,,36,V2,,11,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,3,10,4,V1,,,,,20,V1,,22,V1,,26,V2,,33,V2,,25,V1,,30,V2,,32,V1,,22,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,1,0,V1,dormant,,,,,,,,,,31,V2,,34,V3+,,8,V0,,18,V1,,13,V3,,23,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,2,,,,,,,,,,9,V1,,,,,,,,27,V3+,,23,V2,,21,V1,,16,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,3,,,,19,V1,,7,V1,,12,V0,,14,V1,,13,V3,,28,V3,,,,,27,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,4,19,V3,,0,V2,dormant,7,V1,,15,V1,,6,V1,,32,V1,,18,V3+,,37,V3,,27,V2,,30,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,5,,,,,,,15,V1,,0,V2,dormant,12,V1,,7,V0,,33,V2,,32,V2,,12,V2,,27,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,6,0,V2,dormant,,,,18,V1,,0,V2,dormant,25,V2,,8,V1,,29,V1,,39,V3,,15,V3,,13,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,7,,,,,,,22,V3,,15,V2,,5,V0,,30,V2,,4,V0,,2,V0,,14,V1,,27,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,8,2,V2,,16,V1,,16,V1,,25,V2,,16,V2,,,,,19,V2,,29,V3,,33,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,9,35,V3,,24,V3,,33,V2,,18,V2,,19,V2,,13,V1,,,,,22,V2,,31,V2,,32,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,3,10,27,V3,,26,V2,,11,V2,,,,,18,V1,,17,V2,,27,V2,,,,,21,V2,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,1,0,V1,dormant,3,V2,dormant,5,V2,dormant,21,V2,,8,V2,,0,V2,dormant,4,V1,,3,V2,dormant,0,V2,dormant,11,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,2,,,,12,V3,,36,V3,,6,V1,,26,V2,,17,V2,,13,V3,dormant,,,,0,V3,dormant,10,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,3,28,V2,,19,V3+,,32,V3+,,,,,32,V2,,23,V3,,37,V3,,22,V3+,,23,V3,,4,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,4,6,V2,,22,V2,,29,V2,,,,,11,V2,,22,V3,,15,V3,,27,V3,,0,V2,dormant,5,V3,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,5,10,V2,,33,V3+,,8,V0,,0,V1,dormant,25,V2,,27,V3,,43,V3,,17,V3,,16,V3+,,0,V2,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,6,29,V2,,32,V2,,24,V2,,15,V1,,,,,37,V2,,,,,37,V3+,,14,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,7,,,,19,V2,,3,V1,,27,V2,,,,,20,V2,,19,V1,,,,,2,V2,dormant,24,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,8,8,V2,,33,V3,,34,V2,,17,V1,,10,V2,,13,V2,,,,,7,V2,,7,V3,,6,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,9,8,V1,,2,V2,dormant,3,V1,,,,,8,V2,,19,V1,,29,V3+,,9,V1,,25,V3,,7,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,high,4,10,,,,,,,9,V2,,11,V1,,6,V1,,35,V2,,0,V2,dormant,12,V0,,19,V2,,0,V2,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,black,low,4,1,,,,0,V3,dormant,0,V2,dormant,4,V3,dormant,6,V1,,,,,4,V2,,0,V2,dormant,4,V2,,,,,7,V3,,,,,,,,26,V3+,,6,V3,dormant,33,V3+,,17,V2,,31,V3+,,,,,4,V2,
3/16/22,black,low,4,2,18,V3+,,0,V2,dormant,19,V3,,0,V2,dormant,,,,22,V3,,,,,10,V2,,0,V3,dormant,39,V3,,0,V2,dormant,32,V3+,,0,V2,dormant,26,V3,,,,,3,V3,dormant,0,V2,dormant,29,V3+,,8,V0,,26,V2,
3/16/22,black,low,4,3,9,V2,,22,V3,,4,V2,dormant,0,V2,dormant,,,,0,V3,dormant,0,V3,dormant,0,V2,dormant,0,V2,dormant,0,V3,dormant,,,,11,V2,,6,V3+,,0,V2,dormant,,,,,,,26,V3+,,8,V3+,,12,V2,,16,V2,
3/16/22,black,low,4,4,0,V2,dormant,0,V2,dormant,3,V2,dormant,0,V2,dormant,0,V3,dormant,6,V2,,15,V3,,8,V3,,0,V3,dormant,6,V3,,0,V3,dormant,0,V2,dormant,,,,,,,6,V3,,33,V2,,7,V1,,32,V3+,,17,V3+,,0,V2,dormant
3/16/22,black,low,4,5,13,V2,,0,V2,dormant,1,V3,dormant,2,V2,dormant,17,V3,,9,V3,,10,V2,,,,,12,V3,,0,V2,dormant,13,V3,,,,,22,V3,,,,,11,V2,,,,,,,,,,,2,V1,,4,V2,
3/16/22,white,low,4,1,,,,0,V1,dormant,22,V1,,,,,13,V1,,26,V2,,18,V1,,27,V2,,16,V1,,,,,27,V1,,0,V1,dormant,24,V1,,18,V1,,21,V1,,7,V1,,17,V1,,11,V1,,3,V1,,28,V2,
3/16/22,white,low,4,2,16,V2,,0,V1,dormant,27,V2,,,,,9,V1,,7,V1,,22,V2,,20,V1,,17,V1,,22,V3,,18,V1,,23,V2,,,,,20,V1,,22,V1,,13,V1,,14,V1,,23,V2,,19,V1,,14,V1,
3/16/22,white,low,4,3,27,V2,,24,V2,,17,V1,,13,V1,,0,V2,dormant,0,V1,dormant,3,V1,,,,,,,,21,V2,,22,V2,,19,V1,,8,V2,,20,V1,,16,V1,,9,V0,,19,V1,,25,V1,,3,V0,,22,V1,
3/16/22,white,low,4,4,23,V2,,,,,22,V1,,2,V1,,3,V1,,7,V0,,22,V1,,,,,14,V2,,25,V2,,,,,16,V1,,22,V1,,5,V1,,,,,20,V1,,21,V2,,14,V1,,9,V1,,26,V1,
3/16/22,white,low,4,5,17,V1,,10,V1,,22,V2,,8,V1,,7,V0,,24,V2,,16,V1,,0,V1,dormant,0,V2,dormant,0,V1,dormant,23,V1,,14,V1,,,,,13,V1,,13,V2,,7,V1,,24,V2,,0,V1,dormant,,,,24,V1,
3/16/22,white,high,4,1,34,V2,,22,V2,,14,V2,,17,V1,,20,V1,,15,V1,,16,V1,,23,V1,,,,,17,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,2,25,V1,,21,V1,,24,V2,,11,V1,,26,V2,,17,V1,,26,V2,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,3,14,V1,,20,V1,,17,V1,,14,V1,,8,V1,,8,V1,,21,V1,,29,V1,,20,V1,,22,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,4,26,V2,,27,V2,,23,V1,,26,V1,,28,V2,,17,V1,,15,V1,,,,,16,V1,,18,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,5,21,V2,,21,V1,,38,V2,,33,V2,,27,V2,,18,V1,,3,V1,,3,V1,,21,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,6,30,V2,,18,V2,,19,V1,,12,V1,,23,V1,,4,V1,,0,V1,dormant,11,V1,,9,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,7,22,V2,,18,V2,,16,V1,,34,V2,,,,,10,V1,,20,V1,,10,V1,,6,V2,,0,V1,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,8,19,V1,,26,V1,,25,V2,,3,V1,,30,V1,,4,V1,,7,V1,,,,,,,,1,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,9,23,V1,,7,V0,,0,V1,dormant,26,V2,,3,V1,,,,,26,V2,,24,V2,,18,V1,,0,V1,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/22,white,high,4,10,24,V1,,12,V1,,10,V1,,14,V1,,20,V1,,22,V2,,24,V2,,28,V1,,9,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
