,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
4/24/22,white,low,2,5,9,V2,,15,V2,,42,V3+,,,,,44,V3+,,36,V3+,,32,V3+,,28,V1,,,,,,,,,,,,,,,,,,,,14,V2,,36,V3+,,48,V3+,,42,V3+,,42,V3+,,34,V3+,
4/24/22,white,high,2,1,14,V2,,29,V3+,,42,V3+,,51,V3+,,,,,38,V3+,,42,V3+,,41,V2,,3,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,2,28,V3,,,,,38,V3+,,44,V3+,,38,V3,,49,V3,,31,V3+,,42,V3+,,36,V2,,33,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,3,51,V3+,,21,V2,,,,,45,V3+,,32,V3+,,43,V3+,,36,V3,,24,V1,,39,V3+,,28,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,4,,,,32,V3+,,41,V3+,,37,V3+,,32,V3+,,25,V3+,,31,V3+,,27,V3+,,44,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,5,34,V3+,,26,V3+,,32,V3+,,29,V3,,,,,,,,26,V2,,28,V3+,,,,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,6,42,V3+,,,,,47,V3+,,31,V3+,,34,V3+,,35,V3,,33,V3+,,32,V3+,,29,V2,,47,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,7,,,,22,V3+,,34,V3,,24,V3,,46,V2,,31,V3+,,36,V3+,,,,,,,,32,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,8,18,V2,,16,V3+,,14,V2,,39,V3+,,42,V3+,,43,V3+,,33,V3,,37,V3,,27,V2,,32,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,9,,,,,,,,,,41,V3+,,46,V3+,,37,V3+,,39,V3+,,7,V2,,38,V2,,15,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,white,high,2,10,58,V3+,,,,,34,V2,,,,,43,V3+,,35,V2,,15,V2,,,,,,,,22,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/22,black,low,2,1,51,V3+,,,,,31,V3+,,16,V2,,45,V3,,56,V3+,,28,V3+,,49,V3+,,15,V3+,,48,V3+,,38,V3+,,44,V3+,,,,,,,,,,,27,V3+,,,,,,,,,,,,,
4/24/22,black,low,2,2,40,V3+,,47,V3+,,38,V3+,,42,V3+,,,,,44,V3+,,,,,36,V3+,,36,V3+,,,,,37,V3+,,35,V3+,,,,,,,,,,,,,,12,V3+,,,,,,,,37,V3+,
4/24/22,black,low,2,3,45,V3+,,47,V3+,,46,V3+,,41,V3+,,,,,41,V3+,,,,,,,,52,V3+,,35,V3+,,,,,32,V3+,,9,V2,,,,,,,,,,,,,,42,V3+,,,,,,,
4/24/22,black,low,2,4,20,V3+,,35,V3+,,36,V3+,,46,V3,,44,V2,,,,,39,V3+,,,,,16,V2,,,,,18,V2,,35,V3+,,,,,,,,36,V3+,,,,,,,,40,V3+,,,,,,,
4/24/22,black,low,2,5,8,V2,,47,V3+,,,,,39,V3+,,,,,39,V3+,,,,,41,V3+,,,,,34,V3+,,14,V2,,,,,,,,,,,,,,14,V2,,65,V3+,,32,V3+,,,,,,,
4/25/22,white,low,3,1,,,,,,,3,V2,,16,V2,,35,V3+,,,,,24,V3,,6,V3,,27,V3+,,23,V1,,7,V1,,2,V1,,0,V1,dormant,25,V3+,,21,V2,,,,,14,V1,,,,,31,V2,,0,V1,dormant
4/25/22,white,low,3,2,,,,,,,0,V2,dormant,22,V3+,,24,V2,,20,V2,,18,V0,,22,V3,,14,V2,,32,V3+,,8,V2,,,,,19,V1,,17,V3,,4,V1,,18,V2,,9,V1,,,,,0,V1,dormant,18,V2,
4/25/22,white,low,3,3,,,,,,,13,V2,,,,,14,V3+,,10,V2,,29,V3,,28,V3+,,15,V2,,16,V3+,,24,V2,,,,,,,,15,V2,,,,,21,V2,,27,V3,,,,,,,,20,V2,
4/25/22,white,low,3,4,25,V3+,,6,V0,,14,V1,,,,,,,,4,V1,,,,,18,V3,,3,V1,,12,V1,,16,V3,,20,V2,,,,,0,V2,dormant,11,V2,,,,,15,V1,,,,,,,,8,V2,
4/25/22,white,low,3,5,,,,,,,0,V1,dormant,,,,,,,7,V1,,21,V3,,,,,31,V1,,13,V2,,,,,,,,32,V3,,10,V0,,16,V2,,,,,4,V1,,25,V3+,,,,,6,V2,
4/25/22,black,low,3,1,,,,19,V3,,29,V3+,,42,V3+,,37,V3+,,,,,,,,,,,26,V3,,,,,,,,,,,,,,,,,,,,3,V2,,44,V3,,20,V3+,,20,V3+,,,,
4/25/22,black,low,3,2,31,V3+,,,,,,,,47,V3+,,39,V3,,,,,,,,48,V3+,,,,,45,V3+,,,,,,,,,,,,,,,,,19,V2,,,,,,,,46,V3+,,,,
4/25/22,black,low,3,3,,,,,,,,,,22,V2,,23,V3+,,,,,,,,,,,37,V3+,,52,V3+,,,,,37,V3+,,26,V3,,,,,,,,3,V1,,32,V3+,,,,,,,,,,
4/25/22,black,low,3,4,4,V1,,,,,,,,,,,,,,40,V2,,,,,5,V3,,,,,26,V3+,,49,V3+,,,,,20,V2,,3,V2,,7,V1,,0,V2,dormant,,,,,,,,,,33,V2,
4/25/22,black,low,3,5,,,,,,,,,,,,,,,,,,,,,,45,V3+,,,,,16,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,V2,
4/25/22,white,high,3,1,,,,,,,,,,29,V2,,11,V2,,16,V2,,16,V3,,28,V3+,,12,V2,,17,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,2,19,V3,,9,V1,,6,V1,,15,V2,,,,,7,V1,,37,V3+,,9,V2,,18,V3,,12,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,3,28,V3+,,46,V3+,,25,V2,,7,V2,,44,V3,,48,V3+,,18,V1,,25,V1,,41,V2,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,4,20,V2,,22,V1,,17,V1,,21,V3+,,51,V3+,,27,V2,,24,V1,,,,,39,V3+,,28,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,5,43,V3+,,21,V1,,,,,51,V3+,,42,V3+,,38,V3+,,21,V3+,,,,,32,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,6,53,V3+,,8,V2,,29,V3+,,16,V2,,29,V3,,40,V3+,,20,V3+,,,,,55,V3+,,32,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,7,31,V2,,49,V3+,,,,,35,V3+,,12,V2,,38,V3,,,,,42,V3+,,37,V3+,,18,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,8,18,V3,,34,V3+,,15,V2,,12,V1,,17,V2,,,,,16,V2,,34,V3,,32,V3+,,19,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,9,11,V2,,,,,18,V1,,17,V2,,19,V2,,43,V3+,,32,V3,,28,V3+,,29,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,3,10,,,,,,,9,V2,,22,V3,,31,V3+,,18,V3+,,12,V2,,22,V3+,,11,V1,,29,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,1,,,,,,,,,,,,,15,V1,,44,V3+,,35,V2,,37,V2,,23,V3+,,12,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,2,,,,36,V3,,,,,34,V2,,,,,,,,51,V3+,,22,V3+,,28,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,3,,,,52,V3,,,,,52,V2,,,,,34,V3+,,54,V3+,,,,,44,V3+,,41,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,4,38,V3+,,,,,,,,42,V2,,31,V2,,18,V2,,38,V3+,,47,V3+,,47,V3+,,46,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,5,,,,,,,48,V3+,,,,,44,V3+,,,,,41,V3+,,,,,33,V2,,39,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,6,,,,,,,42,V2,,,,,39,V3+,,,,,33,V3+,,43,V3+,,38,V3+,,42,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,7,,,,,,,54,V3+,,30,V3+,,39,V2,,47,V3+,,27,V1,,,,,33,V2,,38,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,8,,,,59,V3+,,44,V3,,36,V2,,43,V3,,,,,54,V3+,,53,V3+,,48,V3+,,38,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,9,56,V3+,,59,V3+,,39,V3+,,42,V3+,,55,V3+,,53,V3+,,,,,44,V2,,52,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,3,10,41,V3+,,,,,38,V2,,,,,36,V2,,41,V3+,,49,V2,,,,,,,,45,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,1,6,V1,,44,V3+,,30,V3,,12,V3,,45,V3,,,,,,,,29,V2,,,,,47,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,2,0,V1,dormant,10,V2,,58,V3+,,8,V2,,46,V3+,,15,V2,,9,V2,,,,,49,V3+,,35,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,3,22,V3,,40,V3+,,24,V3+,,,,,42,V3,,53,V3+,,41,V3+,,58,V3+,,52,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,4,8,V1,,21,V2,,38,V3,,,,,14,V3,,44,V3+,,45,V3+,,54,V3+,,,,,34,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,5,19,V2,,63,V3+,,,,,,,,26,V2,,61,V3+,,27,V3+,,44,V3+,,54,V3+,,37,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,6,,,,55,V3,,43,V2,,38,V3,,,,,24,V3,,,,,54,V3+,,23,V3+,,0,V1,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,7,,,,18,V3,,,,,21,V2,,,,,34,V3+,,25,V2,,,,,,,,37,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,8,28,V2,,49,V3+,,51,V3+,,49,V3+,,46,V3+,,36,V2,,,,,21,V1,,23,V3,,34,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,9,10,V2,,,,,9,V1,,,,,27,V1,,,,,43,V3+,,,,,53,V3+,,42,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,high,4,10,,,,,,,25,V2,,8,V2,,,,,,,,,,,45,V2,,27,V2,,0,V1,dormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,low,4,1,,,,15,V2,,0,V1,dormant,,,,,,,,,,31,V2,,,,,9,V3+,,,,,,,,,,,,,,41,V3+,,,,,61,V3+,,36,V3,,24,V3+,,,,,,,
4/25/22,black,low,4,2,39,V3+,,,,,42,V3+,,27,V3+,,,,,47,V3+,,,,,31,V3+,,,,,34,V3+,,,,,56,V3+,,,,,0,V3,dormant,,,,7,V2,,38,V3+,,55,V3+,,,,,13,V2,
4/25/22,black,low,4,3,23,V3+,,21,V3+,,0,V2,dormant,,,,,,,24,V2,,,,,,,,,,,3,V1,,,,,,,,39,V3+,,,,,,,,,,,,,,,,,33,V2,,19,V3+,
4/25/22,black,low,4,4,,,,,,,6,V1,,,,,,,,21,V3+,,,,,3,V1,,0,V2,dormant,,,,9,V2,,,,,,,,,,,25,V2,,31,V1,,17,V3+,,35,V2,,43,V3+,,36,V2,
4/25/22,black,low,4,5,,,,,,,,,,,,,11,V2,,33,V3,,26,V3,,,,,22,V3,,,,,48,V3+,,,,,36,V3+,,,,,15,V2,,16,V2,,,,,,,,,,,22,V2,
4/25/22,white,low,4,1,,,,,,,51,V3+,,,,,16,V3,,,,,24,V3,,31,V2,,,,,,,,19,V2,,,,,7,V2,,25,V3+,,0,V1,dormant,36,V2,,,,,,,,,,,14,V2,
4/25/22,white,low,4,2,36,V3+,,,,,6,V3+,,,,,32,V3,,39,V3+,,13,V2,,17,V2,,,,,34,V3+,,,,,17,V2,,,,,,,,19,V1,,0,V1,dormant,28,V3+,,24,V3+,,,,,18,V2,
4/25/22,white,low,4,3,14,V2,,19,V2,,14,V2,,,,,,,,,,,,,,,,,,,,25,V2,,22,V3+,,23,V2,,14,V2,,23,V2,,6,V2,,22,V2,,8,V1,,,,,16,V2,,,,
4/25/22,white,low,4,4,17,V2,,,,,33,V3+,,,,,25,V1,,,,,,,,,,,19,V2,,15,V3+,,,,,4,V3,,12,V2,,22,V3+,,,,,12,V2,,0,V1,dormant,29,V3+,,27,V3,,,,
4/25/22,white,low,4,5,11,V2,,22,V1,,21,V3+,,,,,,,,18,V2,,11,V1,,,,,,,,,,,7,V2,,22,V2,,,,,13,V2,,8,V3+,,,,,20,V3+,,0,V1,dormant,,,,15,V2,
4/25/22,white,high,4,1,16,V3+,,29,V3+,,26,V2,,39,V2,,5,V1,,,,,,,,21,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,2,44,V3+,,18,V3,,25,V3+,,,,,51,V3+,,24,V3,,12,V3,,54,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,3,21,V2,,13,V1,,22,V2,,9,V1,,45,V2,,26,V1,,4,V1,,25,V3+,,3,V0,,28,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,4,16,V3,,36,V3+,,30,V3+,,16,V3+,,37,V2,,29,V2,,,,,,,,10,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,5,42,V3+,,30,V3+,,37,V3+,,38,V3+,,4,V2,,24,V2,,,,,,,,41,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,6,38,V3+,,24,V3+,,20,V3+,,34,V2,,16,V1,,,,,,,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,7,25,V3+,,22,V3+,,24,V1,,33,V2,,,,,37,V1,,,,,34,V3+,,24,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,8,31,V3+,,26,V3+,,46,V3+,,,,,32,V3,,6,V1,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,9,41,V3+,,45,V2,,,,,46,V3+,,,,,,,,43,V3,,8,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,white,high,4,10,40,V3,,,,,,,,14,V2,,27,V2,,41,V3+,,21,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/22,black,low,5,1,22,V2,,,,,25,V3+,,,,,52,V3+,,28,V3+,,38,V3+,,48,V3+,,13,V2,,29,V3+,,0,V3,dormant,,,,16,V3+,,39,V3+,,,,,19,V3,,39,V3+,,4,V2,,,,,,,
4/25/22,black,low,5,2,0,V1,dormant,27,V3+,,41,V3,,34,V3+,,,,,10,V3,,42,V3+,,,,,20,V2,,0,V2,dormant,18,V3,,46,V3+,,,,,,,,42,V3+,,0,V2,dormant,,,,15,V3+,,44,V3+,,,,
4/25/22,black,low,5,3,6,V2,,26,V3,,7,V2,,29,V3+,,44,V3+,,22,V3+,,24,V3+,,30,V3+,,41,V3+,,,,,19,V3+,,19,V2,,,,,,,,29,V2,,,,,,,,,,,,,,,,
